,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,name,sp_attack,sp_defense,speed,type1,type2,is_legendary
584,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,70,335,190,Season Pokémon,50,1000000,60,Deerling,40,50,75,normal,grass,0
585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,70,475,75,Season Pokémon,70,1000000,80,Sawsbuck,60,70,95,normal,grass,0
586,"['Static', 'Motor Drive']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,75,70,428,200,Sky Squirrel Pokémon,60,1000000,55,Emolga,75,60,103,electric,flying,0
587,"['Swarm', 'Shed Skin', 'No Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,75,70,315,200,Clamping Pokémon,45,1000000,50,Karrablast,40,45,60,bug,,0
588,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,70,495,75,Cavalry Pokémon,105,1000000,70,Escavalier,60,105,20,bug,steel,0
589,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,55,70,294,190,Mushroom Pokémon,45,1000000,69,Foongus,55,55,15,grass,poison,0
590,"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,70,464,75,Mushroom Pokémon,70,1000000,114,Amoonguss,85,80,30,grass,poison,0
591,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,70,335,190,Floating Pokémon,50,1000000,55,Frillish,65,85,40,water,ghost,0
592,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,70,480,60,Floating Pokémon,70,1000000,100,Jellicent,85,105,60,water,ghost,0
593,"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,70,470,75,Caring Pokémon,80,800000,165,Alomomola,40,45,65,water,,0
594,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,70,319,190,Attaching Pokémon,50,1000000,50,Joltik,57,50,65,bug,electric,0
595,"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,70,472,75,EleSpider Pokémon,60,1000000,70,Galvantula,97,60,108,bug,electric,0
596,['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,70,305,255,Thorn Seed Pokémon,91,1000000,44,Ferroseed,24,86,10,grass,steel,0
597,"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,70,489,90,Thorn Pod Pokémon,131,1000000,74,Ferrothorn,54,116,20,grass,steel,0
598,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,70,300,130,Gear Pokémon,70,1059860,40,Klink,45,60,30,steel,,0
599,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,70,440,60,Gear Pokémon,95,1059860,60,Klang,70,85,50,steel,,0
600,"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,70,520,30,Gear Pokémon,115,1059860,60,Klinklang,70,85,90,steel,,0
601,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,70,275,190,EleFish Pokémon,40,1250000,35,Tynamo,45,40,60,electric,,0
602,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,70,405,60,EleFish Pokémon,70,1250000,65,Eelektrik,75,70,40,electric,,0
603,['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,70,515,30,EleFish Pokémon,80,1250000,85,Eelektross,105,80,50,electric,,0
604,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,70,335,255,Cerebral Pokémon,55,1000000,55,Elgyem,85,55,30,psychic,,0
605,"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,70,485,90,Cerebral Pokémon,75,1000000,75,Beheeyem,125,95,40,psychic,,0
606,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,70,275,190,Candle Pokémon,55,1059860,50,Litwick,65,55,20,ghost,fire,0
607,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,70,370,90,Lamp Pokémon,60,1059860,60,Lampent,95,60,55,ghost,fire,0
608,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,70,520,45,Luring Pokémon,90,1059860,60,Chandelure,145,90,80,ghost,fire,0
609,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,35,320,75,Tusk Pokémon,60,1250000,46,Axew,30,40,57,dragon,,0
610,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,35,410,60,Axe Jaw Pokémon,70,1250000,66,Fraxure,40,50,67,dragon,,0
611,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,35,540,45,Axe Jaw Pokémon,90,1250000,76,Haxorus,60,70,97,dragon,,0
612,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,70,305,120,Chill Pokémon,40,1000000,55,Cubchoo,60,40,40,ice,,0
613,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,70,505,60,Freezing Pokémon,80,1000000,95,Beartic,70,80,50,ice,,0
614,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,70,515,25,Crystallizing Pokémon,50,1000000,80,Cryogonal,95,135,105,ice,,0
615,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,70,305,200,Snail Pokémon,85,1000000,50,Shelmet,40,65,25,bug,,0
616,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,70,495,75,Shell Out Pokémon,40,1000000,80,Accelgor,100,60,145,bug,,0
617,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,70,471,75,Trap Pokémon,84,1000000,109,Stunfisk,81,99,32,ground,electric,0
618,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,70,350,180,Martial Arts Pokémon,50,1059860,45,Mienfoo,55,50,65,fighting,,0
619,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,70,510,45,Martial Arts Pokémon,60,1059860,65,Mienshao,95,60,105,fighting,,0
620,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,70,485,45,Cave Pokémon,90,1000000,77,Druddigon,60,90,48,dragon,,0
621,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,70,303,190,Automaton Pokémon,50,1000000,59,Golett,35,50,35,ground,ghost,0
622,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,70,483,90,Automaton Pokémon,80,1000000,89,Golurk,55,80,55,ground,ghost,0
623,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,35,340,120,Sharp Blade Pokémon,70,1000000,45,Pawniard,40,40,60,dark,steel,0
624,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,35,490,45,Sword Blade Pokémon,100,1000000,65,Bisharp,60,70,70,dark,steel,0
625,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,70,490,45,Bash Buffalo Pokémon,95,1000000,95,Bouffalant,40,95,55,normal,,0
626,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,70,350,190,Eaglet Pokémon,50,1250000,70,Rufflet,37,50,60,normal,flying,0
627,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,70,510,60,Valiant Pokémon,75,1250000,100,Braviary,57,75,80,normal,flying,0
628,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,35,370,190,Diapered Pokémon,75,1250000,70,Vullaby,45,65,60,dark,flying,0
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,35,510,60,Bone Vulture Pokémon,105,1250000,110,Mandibuzz,55,95,80,dark,flying,0
630,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,70,484,90,Anteater Pokémon,66,1000000,85,Heatmor,105,66,65,fire,,0
631,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,70,484,90,Iron Ant Pokémon,112,1000000,58,Durant,48,48,109,bug,steel,0
632,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,35,300,45,Irate Pokémon,50,1250000,52,Deino,45,50,38,dark,dragon,0
633,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,35,420,45,Hostile Pokémon,70,1250000,72,Zweilous,65,70,58,dark,dragon,0
634,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,35,600,45,Brutal Pokémon,90,1250000,92,Hydreigon,125,90,98,dark,dragon,0
635,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,70,360,45,Torch Pokémon,55,1250000,55,Larvesta,50,55,60,bug,fire,0
636,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,70,550,15,Sun Pokémon,65,1250000,85,Volcarona,135,105,100,bug,fire,0
637,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,35,580,3,Iron Will Pokémon,129,1250000,91,Cobalion,90,72,108,steel,fighting,1
638,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,35,580,3,Cavern Pokémon,90,1250000,91,Terrakion,72,90,108,rock,fighting,1
639,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,35,580,3,Grassland Pokémon,72,1250000,91,Virizion,90,129,108,grass,fighting,1
640,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,90,580,3,Cyclone Pokémon,80,1250000,79,Tornadus,110,90,121,flying,,1
641,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,90,580,3,Bolt Strike Pokémon,70,1250000,79,Thundurus,145,80,101,electric,flying,1
642,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,0,680,3,Vast White Pokémon,100,1250000,100,Reshiram,150,120,90,dragon,fire,1
643,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,0,680,3,Deep Black Pokémon,120,1250000,100,Zekrom,120,100,90,dragon,electric,1
644,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,90,600,3,Abundance Pokémon,90,1250000,89,Landorus,105,80,91,ground,flying,1
645,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,0,700,3,Boundary Pokémon,90,1250000,125,Kyurem,170,100,95,dragon,ice,1
646,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,35,580,3,Colt Pokémon,90,1250000,91,Keldeo,129,90,108,water,fighting,1
647,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,100,600,3,Melody Pokémon,90,1250000,100,Meloetta,77,77,128,normal,psychic,1
648,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,0,600,3,Paleozoic Pokémon,95,1250000,71,Genesect,120,95,99,bug,steel,1
649,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,70,313,45,Spiky Nut Pokémon,65,1059860,56,Chespin,48,45,38,grass,,0
650,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,70,405,45,Spiny Armor Pokémon,95,1059860,61,Quilladin,56,58,57,grass,,0
651,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,70,530,45,Spiny Armor Pokémon,122,1059860,88,Chesnaught,74,75,64,grass,fighting,0
652,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,70,307,45,Fox Pokémon,40,1059860,40,Fennekin,62,60,60,fire,,0
653,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,70,409,45,Fox Pokémon,58,1059860,59,Braixen,90,70,73,fire,,0
654,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,70,534,45,Fox Pokémon,72,1059860,75,Delphox,114,100,104,fire,psychic,0
655,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,70,314,45,Bubble Frog Pokémon,40,1059860,41,Froakie,62,44,71,water,,0
656,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,70,405,45,Bubble Frog Pokémon,52,1059860,54,Frogadier,83,56,97,water,,0
657,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,70,640,45,Ninja Pokémon,67,1059860,72,Greninja,153,71,132,water,dark,0
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,70,237,255,Digging Pokémon,38,1000000,38,Bunnelby,32,36,57,normal,,0
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,70,423,127,Digging Pokémon,77,1000000,85,Diggersby,50,77,78,normal,ground,0
660,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,70,278,255,Tiny Robin Pokémon,43,1059860,45,Fletchling,40,38,62,normal,flying,0
661,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,70,382,120,Ember Pokémon,55,1059860,62,Fletchinder,56,52,84,fire,flying,0
662,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,70,499,45,Scorching Pokémon,71,1059860,78,Talonflame,74,69,126,fire,flying,0
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,70,200,255,Scatterdust Pokémon,40,1000000,38,Scatterbug,27,25,35,bug,,0
664,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,70,213,120,Scatterdust Pokémon,60,1000000,45,Spewpa,27,30,29,bug,,0
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,70,411,45,Scale Pokémon,50,1000000,80,Vivillon,90,50,89,bug,flying,0
666,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,70,369,220,Lion Cub Pokémon,58,1059860,62,Litleo,73,54,72,fire,normal,0
667,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,70,507,65,Royal Pokémon,72,1059860,86,Pyroar,109,66,106,fire,normal,0
668,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,70,303,225,Single Bloom Pokémon,39,1000000,44,Flabébé,61,79,42,fairy,,0
669,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,70,551,120,Fairy Pokémon,67,1000000,74,Floette,125,128,92,fairy,,0
670,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,70,552,45,Garden Pokémon,68,1000000,78,Florges,112,154,75,fairy,,0
671,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,70,350,200,Mount Pokémon,48,1000000,66,Skiddo,62,57,52,grass,,0
672,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,70,531,45,Mount Pokémon,62,1000000,123,Gogoat,97,81,68,grass,,0
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,70,348,220,Playful Pokémon,62,1000000,67,Pancham,46,48,43,fighting,,0
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,70,495,65,Daunting Pokémon,78,1000000,95,Pangoro,69,71,58,fighting,dark,0
675,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,472,160,Poodle Pokémon,60,1000000,75,Furfrou,65,90,102,normal,,0
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,70,355,190,Restraint Pokémon,54,1000000,62,Espurr,63,60,68,psychic,,0
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,70,466,75,Constraint Pokémon,76,1000000,74,Meowstic,83,81,104,psychic,,0
678,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,70,325,180,Sword Pokémon,100,1000000,45,Honedge,35,37,28,steel,ghost,0
679,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,70,448,90,Sword Pokémon,150,1000000,59,Doublade,45,49,35,steel,ghost,0
680,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,70,520,45,Royal Sword Pokémon,50,1000000,60,Aegislash,150,50,60,steel,ghost,0
681,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,70,341,200,Perfume Pokémon,60,1000000,78,Spritzee,63,65,23,fairy,,0
682,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,70,462,140,Fragrance Pokémon,72,1000000,101,Aromatisse,99,89,29,fairy,,0
